Title,DOI,Abstract
Detection of False Data Injection Attacks in Battery Stacks Using Input Noise-Aware Nonlinear State Estimation and Cumulative Sum Algorithms,http://dx.doi.org/10.1109/TIA.2023.3308548,"Grid-scale battery energy storage systems (BESSs) are vulnerable to false data injection attacks (FDIAs), which could be used to disrupt state of charge (SoC) estimation. Inaccurate SoC estimation has negative impacts on system availability, reliability, safety, and the cost of operation. In this article a combination of a Cumulative Sum (CUSUM) algorithm and an improved input noise-aware extended Kalman filter (INAEKF) is proposed for the detection and identification of FDIAs in the voltage and current sensors of a battery stack. The series-connected stack is represented by equivalent circuit models, the SoC is modeled with a charge reservoir model and the states are estimated using the INAEKF. The root mean squared error of the states’ estimation by the modified INAEKF was found to be superior to the traditional EKF. By employing the INAEKF, this article addresses the research gap that many state estimators make asymmetrical assumptions about the noise corrupting the system. Additionally, the INAEKF estimates the input allowing for the identification of FDIA, which many alternative methods are unable to achieve. The proposed algorithm was able to detect attacks in the voltage and current sensors in 99.16% of test cases, with no false positives. Utilizing the INAEKF compared to the standard EKF allowed for the identification of FDIA in the input of the system in 98.43% of test cases."
Introduction to grid-scale battery energy storage system concepts and fire hazards,http://dx.doi.org/10.1002/prs.12541,"As the world continues to enact progressive climate change targets, renewable energy solutions are needed to achieve these goals. One such solution is large-scale lithium-ion battery (LIB) energy storage systems which are at the forefront in ensuring that solar- and wind-generated power is delivered when the grids need it most. However, the perceived hazards of LIBs due to recent events in the United States and Australia pose a risk to their future success. When a battery energy storage system (BESS) has a multilayered approach to safety, the thermal runaway, fire, and explosion hazards can be mitigated. Successful implementation of this approach requires cooperation, collaboration, and education across all stakeholder groups to break down these preconceived notions. Much can be learned from the recent BESS fire and explosion events to inform safer design and operation. These events and their contributing factors share many commonalities with historic losses in the hydrocarbon industry. Fire and process safety engineers who have traditionally worked in the hydrocarbon industry can be of immense value to the BESS industry."
Optimal Grid Flexibility Assessment for Integration of Variable Renewable-Based Electricity Generation,http://dx.doi.org/10.3390/su152015032,"This study delves into power system flexibility, with a keen focus on the integration of variable renewable electricity generation into power grids. Two scenarios were analyzed. The base scenario revealed an aging grid, insufficient generation capacity, frequent outages, and little renewable energy generation (1.9%), along with a significant (71.23%) loss of load. In contrast, the investment scenario presented solutions including raising VRE capacity to 44%, adding 1000 MW capacity transmission lines, installing 200 MW capacity grid-scale battery storage, and technological enhancements. These interventions effectively eliminated loss of load, reinforcing energy resilience. Investments in CCGPP and grid-scale batteries proved instrumental in mitigating the variability of renewable energy. Improved transmission promised efficient power exchange and regional collaboration. The elimination of annualized energy spills and the removal of ramping constraints marked significant strides in enhancing power system flexibility. This research underscores the pivotal role of grid flexibility in accommodating VRE sources. By implementing the proposed optimal solutions, Afghanistan can lead the way toward a cleaner, more resilient, and more interconnected energy future. These findings offer a replicable framework for addressing similar challenges in integrating renewable energy sources globally and supporting the transition to sustainable and reliable energy."
Electrode Blocking Due to Redox Reactions in Aluminum Chloride-Sodium Iodide Molten Salts,http://dx.doi.org/10.1149/1945-7111/acd874,"Iodide redox reactions in molten NaI/AlCl3 are shown to generate surface-blocking films, which may limit the useful cycling rates and energy densities of molten sodium batteries below 150 °C. An experimental investigation of electrode interfacial stability at 110 °C reveals the source of the reaction rate limitations. Electrochemical experiments in a 3-electrode configuration confirm an increase of resistance on the electrode surface after oxidation or reduction current is passed. Using chronopotentiometry, chronoamperometry, cyclic voltammetry, and electrochemical impedance spectroscopy, the film formation is shown to depend on the electrode material (W, Mo, Ta, or glassy carbon), as well as the Lewis acidity and molar ratio of I−/I3− in the molten salt electrolytes. These factors impact the amount of charge that can be passed at a given current density prior to developing excessive overpotential due to film formation that blocks the electrode surface. The results presented here guide the design and use of iodide-based molten salt electrolytes and electrode materials for grid scale battery applications."
A review of solar hybrid photovoltaic-thermal (PV-T) collectors and systems,http://dx.doi.org/10.1016/j.pecs.2023.101072,"In this paper, we provide a comprehensive overview of the state-of-the-art in hybrid PV-T collectors and the wider systems within which they can be implemented, and assess the worldwide energy and carbon mitigation potential of these systems. We cover both experimental and computational studies, identify opportunities for performance enhancement, pathways for collector innovation, and implications of their wider deployment at the solar-generation system level. First, we classify and review the main types of PV-T collectors, including air-based, liquid-based, dual air–water, heat-pipe, building integrated and concentrated PV-T collectors. This is followed by a presentation of performance enhancement opportunities and pathways for collector innovation. Here, we address state-of-the-art design modifications, next-generation PV cell technologies, selective coatings, spectral splitting and nanofluids. Beyond this, we address wider PV-T systems and their applications, comprising a thorough review of solar combined heat and power (S–CHP), solar cooling, solar combined cooling, heat and power (S–CCHP), solar desalination, solar drying and solar for hydrogen production systems. This includes a specific review of potential performance and cost improvements and opportunities at the solar-generation system level in thermal energy storage, control and demand-side management. Subsequently, a set of the most promising PV-T systems is assessed to analyse their carbon mitigation potential and how this technology might fit within pathways for global decarbonization. It is estimated that the REmap baseline emission curve can be reduced by more than 16% in 2030 if the uptake of solar PV-T technologies can be promoted. Finally, the review turns to a critical examination of key challenges for the adoption of PV-T technology and recommendations."
"A review on global warming potential, challenges and opportunities of renewable hydrogen production technologies",http://dx.doi.org/10.1016/j.susmat.2023.e00567,"This review compares global warming potential of renewable hydrogen production technologies including wind- and solar PV-powered water electrolysis, biomass gasification and biogas reforming based on 64 hydrogen production cases compiled from the literature. Unlike many previous studies, this review discusses the cases from various countries, while selecting the production technologies that have potential of commercialisation. Among the four reviewed technologies, wind electrolysis performed the best in global warming impacts (1.29 kg CO2 eq/kg H2), whereas biogas reforming technology performed the worst (3.61 kg CO2 eq/kg H2). Key factors that contributed to most of the impacts were found to be materials used for construction of wind- and solar- electricity generation system for both wind- and solar PV-powered electrolysis, and energy consumption during gasification processes for biomass gasification, while methane leakage during biogas production had the highest contribution to the impacts of biogas reforming cases. On average, the renewable hydrogen cases demonstrated 68–92% lower global warming potential when compared to conventional coal gasification and natural gas steam methane reforming systems. Increasing demand for renewable hydrogen and possibility of hydrogen being integrated into existing natural gas networks highlight the important role of renewable hydrogen production in the future."
Weather Impact on Solar Farm Performance: A Comparative Analysis of Machine Learning Techniques,http://dx.doi.org/10.3390/su15010439,"Forecasting the performance and energy yield of photovoltaic (PV) farms is crucial for establishing the economic sustainability of a newly installed system. The present study aims to develop a prediction model to forecast an installed PV system’s annual power generation yield and performance ratio (PR) using three environmental input parameters: solar irradiance, wind speed, and ambient air temperature. Three data-based artificial intelligence (AI) techniques, namely, adaptive neuro-fuzzy inference system (ANFIS), response surface methodology (RSM), and artificial neural network (ANN), were employed. The models were developed using three years of data from an operational 2MWp Solar PV Project at Kuzhalmannam, Kerala state, India. Statistical indices such as Pearson’s R, coefficient of determination (R2), root-mean-squared error (RMSE), Nash-Sutcliffe efficiency (NSCE), mean absolute-percentage error (MAPE), Kling-Gupta efficiency (KGE), Taylor’s diagram, and correlation matrix were used to determine the most accurate prediction model. The results demonstrate that ANFIS was the most precise performance ratio prediction model, with an R2 value of 0.9830 and an RMSE of 0.6. It is envisaged that the forecast model would be a valuable tool for policymakers, solar energy researchers, and solar farm developers."
Voltage Sensorless Based Model Predictive Control With Battery Management System: For Solar PV Powered On-Board EV Charging,http://dx.doi.org/10.1109/TTE.2022.3213253,"This work deals with a novel voltage sensorless based model predictive control (VSPC) scheme for continuous and quick maximum power harvesting (MPH) from a photovoltaic (PV) array for a solar-powered on-board electric vehicle (EV) charging system. In VSPC, the first model predictive control (MPC) is used with a PV array to predict the system state in the horizon of time and to eliminate the voltage sensor. An adaptive concept is used for deciding the operating point, which accelerates the tracking process and improves dynamic performance during irradiation changes and shading pattern changes in partially shaded conditions. Moreover, VSPC also takes care of the EV charging process using the EV -provided battery management system (BMS) command or threshold safety limits of the EV battery. The working principle of VSPC is based on a prediction of the future behavior of the system. It realizes on a selected time horizon, in an arbitrary number of samples, which is decided according to the complexity of the fitness function. In order to minimize or maximize the fitness function, it predicts the voltage of the solar PV array as well as tunes the present control signal, which forces it to converge or reach the convergence criteria. Moreover, the cost and response time of current sensors are lower than voltage sensors. Therefore, the VSPC control gives a fast response and low power oscillations in steady-state compared to conventional techniques. This control technique is verified on a developed prototype of the PV system in different shading and irradiance conditions, as well as the system stability, is analyzed through the Bode plot. The system performance is also compared with the state-of-the-art methods."
Generation of green hydrogen using self-sustained regenerative fuel cells: Opportunities and challenges,http://dx.doi.org/10.1016/j.ijhydene.2023.03.430,"The ever-increasing energy demand, depleting fossil fuel reserves, and rising temperatures due to greenhouse gas emissions have necessitated the transition towards the generation of green and clean energy through renewable energy sources. Solar energy is one such renewable energy source that has received significant attention owing to its abundance and inexhaustibility. However, solar energy alone cannot replace fossil fuels in the energy portfolio. There exists a need to develop another clean energy source that can potentially act as an alternative to conventional fuels. Hydrogen proves to be an ideal candidate in this domain and can be sustainably generated by water electrolysis by powering the electrolyzer using solar energy. The hydrogen thus synthesized has net zero carbon emissions and is a suitable asset for decarbonizing the environment. This review encompasses the generation of hydrogen using PV-Electrolyzer systems and addresses the challenges associated with the same. Overcoming these drawbacks can ensure a strong position for hydrogen as an alternative fuel in the energy infrastructure. By employing electrolyzers that are fueled by renewable energy and then using that hydrogen to feed a fuel cell, this study aims to clarify the potential and constraints of producing green hydrogen. Since this area of research has not yet been fully investigated, a review article that enables and encourages academics to develop original solutions is urgently needed."
Design and investigation of PV string/central architecture for bayesian fusion technique using grey wolf optimization and flower pollination optimized algorithm,http://dx.doi.org/10.1016/j.enconman.2023.117078,"One of the most essential factors in the current study is effectively harvesting the Maximum Power Extraction (MPE) from the Photovoltaic (PV) panel. The primary difficulties in extracting solar power is occurrence of partial shading which causes the panel to significantly increases power loss. These will mainly occur due to when partially shaded solar PV array kept under certain critical conditions for obtaining maximum output power. Many researcher have suggested by connecting bypass diodes in anti-parallel to the PV modules hotspots in the modules can be avoided. Out of all techniques, the proposed Bayesian Fusion Technique (BFT) is a hybrid optimization algorithm that combines the Grey Wolf Optimization (GWO) and Flower Pollination Algorithm (FPA) techniques to optimize the performance of solar panels in photovoltaic (PV) systems. The combination of GWO and FPA forms an ideal combination that is beneficial for optimizing the performance of PV systems is determined in this work. In this study real 6*6 PV array string and irregular PV array configuration such as central and parallel-series PV string combination of various partial shading pattern is compared and found to be effective for reducing the hotspots problems. The performance of these configuration under different shading patterns have been compared and analyzed with the different parameters like output power, conversion efficiency and tracking efficiency. This article state about the influence of partial darkening and the crucial point that reduce the sensitivity to shading heaviness. For better understanding for reader the MATLAB/Simulink software is used to validate the simulation result with real time data. Overall, this article states the BFT is an efficient and reliable approach to improve the efficiency of PV systems, by combining two optimization techniques like GWO and FPA hybrid algorithm. This article gives clear insight to the researchers for choosing BFT-GWO algorithm in order to decrease the cost and wastage of energy for achieving better solar panel performance."
An improved genetic algorithm based fractional open circuit voltage MPPT for solar PV systems,http://dx.doi.org/10.1016/j.egyr.2022.12.088,"To extract the maximum power from solar PV, maximum power point tracking (MPPT) controllers are needed to operate the PV arrays at their maximum power point under varying environmental conditions. Fractional Open Circuit Voltage (FOCV) is a simple, cost-effective, and easy to implement MPPT technique. However, it suffers from the discontinuous power supply and low tracking efficiency. To overcome these drawbacks, a new hybrid MPPT technique based on the Genetic Algorithm (GA) and FOCV is proposed. The proposed technique is based on a single decision variable, reducing the complexity and convergence time of the algorithm. MATLAB/Simulink is used to test the robustness of the proposed technique under uniform and non-uniform irradiance conditions. The performance is compared to the Perturb & Observe, Incremental Conductance, and other hybrid MPPT techniques. Furthermore, the efficacy of the proposed technique is also assessed against a commercial PV system’s power output over one day. The results demonstrate that the proposed GA-FOCV technique improves the efficiency of the conventional FOCV method by almost 3%, exhibiting an average tracking efficiency of 99.96% and tracking speed of around 0.07 s with minimal steady-state oscillations. Additionally, the proposed technique can also efficiently track the global MPP under partial shading conditions and offers faster tracking speed, higher efficiency, and fewer oscillations than other hybrid MPPT techniques."
"Solar Energy: Applications, Trends Analysis, Bibliometric Analysis and Research Contribution to Sustainable Development Goals (SDGs)",http://dx.doi.org/10.3390/su15021418,"Over the past decade, energy demand has witnessed a drastic increase, mainly due to huge development in the industry sector and growing populations. This has led to the global utilization of renewable energy resources and technologies to meet this high demand, as fossil fuels are bound to end and are causing harm to the environment. Solar PV (photovoltaic) systems are a renewable energy technology that allows the utilization of solar energy directly from the sun to meet electricity demands. Solar PV has the potential to create a reliable, clean and stable energy systems for the future. This paper discusses the different types and generations of solar PV technologies available, as well as several important applications of solar PV systems, which are “Large-Scale Solar PV”, “Residential Solar PV”, “Green Hydrogen”, “Water Desalination” and “Transportation”. This paper also provides research on the number of solar papers and their applications that relate to the Sustainable Development Goals (SDGs) in the years between 2011 and 2021. A total of 126,513 papers were analyzed. The results show that 72% of these papers are within SDG 7: Affordable and Clean Energy. This shows that there is a lack of research in solar energy regarding the SDGs, especially SDG 1: No Poverty, SDG 4: Quality Education, SDG 5: Gender Equality, SDG 9: Industry, Innovation and Infrastructure, SDG 10: Reduced Inequality and SDG 16: Peace, Justice and Strong Institutions. More research is needed in these fields to create a sustainable world with solar PV technologies."
Synergies and potential of hybrid solar photovoltaic-thermal desalination technologies,http://dx.doi.org/10.1016/j.desal.2023.116424,"Solar desalination has emerged as a sustainable solution for addressing global water scarcity in the energy-water nexus, particularly for remote areas in developing countries. How to use the light spectrum through solar devices can profoundly affect the solar energy utilization, desalination rates, off-grid applicability, and water affordability. Solar photovoltaic (PV) and solar thermal (ST) respectively have enabled a variety of interesting solar desalination technologies, but the resulting applications usually limit the integration between solar and desalination to be either electrically or thermally connected. Here this review paper explores smart co-uses of heat and electricity from the sun to improve the efficiency, productivity, and independence of various solar desalination processes. It is found that coupling solar photovoltaic-thermal (PVT) with desalination could be a practical and immediately deployable route for plausibly more sustainable solar desalination than current solutions, because the combined electrical and thermal energy outputs from PVT panels could be used synergistically to catalyze the improvement on the solar energy efficiency, specific energy consumption, and specific water production, as well as the operational independence for off-grid applications. Our preliminary analysis indicated an up to 20 % lower cost of PVT-desalination than current solar PV-desalination and ST-desalination but also with challenges discussed."
Research on the evolution of China's photovoltaic technology innovation network from the perspective of patents,http://dx.doi.org/10.1016/j.esr.2024.101309,"Photovoltaic (PV) technology, as a low-carbon energy technology, is crucial to mitigating climate change and achieving sustainable development. China has the largest total number of PV technology patents in the world, but the lack of core technologies has restricted the further innovative development of China's PV industry. Therefore, it is necessary to clarify China's current PV technology accumulation to better catch up with key technology areas. To clearly describe the structural characteristics of China's PV technology innovation network, this study uses China's patent PV technology data over the past 20 years from the Incopat global patent database and analyses the structural characteristics of the network from the perspectives of one-mode and two-mode networks, using method of social network analysis (SNA). The results show that 1) the leading PV enterprises have basically formed relatively stable internal collaborations and that the scale of innovation network development has expanded rapidly, with very strong stamina; 2) with the development of China's PV industry, many innovative PV techniques have been developed by leading enterprises in the field of innovation and research and development (R&D) of PV technology, and among patent applicants with strong collaboration, kinship collaboration with investment relationships is dominant; 3) provinces participating in PV technology innovation are increasing significantly, the network is more influenced by leading nodes, and the eastern coastal provinces are pioneers in the innovation and R&D of PV technology; and 4) PV technological innovation collaboration between patent applicants and cities has changed from local collaboration to cross-regional collaboration, high-value areas are basically concentrated in the eastern coastal region of China, with scattered spatial characteristics, and cross-regional collaboration presents a “triangular” spatial structure, with the Yangtze River Delta, Pearl River Delta, and Beijing-Tianjin-Hebei as cores. The conclusions can provide patent information support for scientific research on energy conservation and emission reduction to achieve low-carbon goals, and can also provide reference for policy formulation of renewable energy development and green development strategies."
Electrolysis of low-grade and saline surface water,http://dx.doi.org/10.1038/s41560-020-0550-8,"Powered by renewable energy sources such as solar, marine, geothermal and wind, generation of storable hydrogen fuel through water electrolysis provides a promising path towards energy sustainability. However, state-of-the-art electrolysis requires support from associated processes such as desalination of water sources, further purification of desalinated water, and transportation of water, which often contribute financial and energy costs. One strategy to avoid these operations is to develop electrolysers that are capable of operating with impure water feeds directly. Here we review recent developments in electrode materials/catalysts for water electrolysis using low-grade and saline water, a significantly more abundant resource worldwide compared to potable water. We address the associated challenges in design of electrolysers, and discuss future potential approaches that may yield highly active and selective materials for water electrolysis in the presence of common impurities such as metal ions, chloride and bio-organisms."
Wind speed forecasting based on the hybrid ensemble empirical mode decomposition and GA-BP neural network method,http://dx.doi.org/10.1016/j.renene.2016.03.103,"Wind speed is the major factor that affects the wind generation, and in turn the forecasting accuracy of wind speed is the key to wind power prediction. In this paper, a wind speed forecasting method based on improved empirical mode decomposition (EMD) and GA-BP neural network is proposed. EMD has been applied extensively for analyzing nonlinear stochastic signals. Ensemble empirical mode decomposition (EEMD) is an improved method of EMD, which can effectively handle the mode-mixing problem and decompose the original data into more stationary signals with different frequencies. Each signal is taken as an input data to the GA-BP neural network model. The final forecasted wind speed data is obtained by aggregating the predicted data of individual signals. Cases study of a wind farm in Inner Mongolia, China, shows that the proposed hybrid method is much more accurate than the traditional GA-BP forecasting approach and GA-BP with EMD and wavelet neural network method. By the sensitivity analysis of parameters, it can be seen that appropriate settings on parameters can improve the forecasting result. The simulation with MATLAB shows that the proposed method can improve the forecasting accuracy and computational efficiency, which make it suitable for on-line ultra-short term (10 min) and short term (1 h) wind speed forecasting."
ERA5: The new champion of wind power modelling?,http://dx.doi.org/10.1016/j.renene.2018.03.056,"Output from meteorological reanalyses are used extensively in both academia and industry for modelling wind power. Recently, the first batch of the new ERA5 reanalysis was released. The main purpose of this paper is to compare the performance of ERA5 and MERRA-2 (a commonly used reanalysis today) in terms of modelling i) the aggregated wind generation in five different countries and ii) the generation for 1051 individual wind turbines in Sweden. The modelled wind power generation was compared to measurements. In conclusion, ERA5 performs better than MERRA-2 in all analysed aspects; correlations are higher, mean absolute and root mean square errors are in average around 20% lower and distributions of both hourly data and changes in hourly data are more similar to those for measurements. It is also shown that the uncertainty related to long-term correction (using one year of measurements and reanalysis data to predict the energy production during the remaining 1–5 years) is 20% lower for ERA5. In fact, using one year sample data and ERA5 gives slightly more accurate estimates than using two years of sample data and MERRA-2. Additionally, a new metric for quantifying the system size and dispersion of wind farms is proposed."
"Feasibility study of an islanded microgrid in rural area consisting of PV, wind, biomass and battery energy storage system",http://dx.doi.org/10.1016/j.enconman.2016.09.046,"Renewable energy systems are proving to be promising and environment friendly sources of electricity generation, particularly, in countries with inadequate fossil fuel resources. In recent years, wind, solar photovoltaic (PV) and biomass based systems have been drawing more attention to provide electricity to isolated or energy deficient regions. This paper presents a hybrid PV-wind generation system along with biomass and storage to fulfill the electrical load demand of a small area. For optimal sizing of components, a recently introduced swarm based artificial bee colony (ABC) algorithm is applied. To verify the strength of the proposed technique, the results are compared with the results obtained from the standard software tool, hybrid optimization model for electric renewable (HOMER) and particle swarm optimization (PSO) algorithm. It has been verified from the results that the ABC algorithm has good convergence property and ability to provide good quality results. Further, for critical case such as the failure of any source, the behavior of the proposed system has been observed. It is evident from the results that the proposed scheme is able to manage a smooth power flow with the same optimal configuration."
Real-Time Energy Storage Management for Renewable Integration in Microgrid: An Off-Line Optimization Approach,http://dx.doi.org/10.1109/TSG.2014.2359004,"Microgrid is a key enabling solution to future smart grids by integrating distributed renewable generators and storage systems to efficiently serve the local demand. However, due to the random and intermittent characteristics of renewable energy, new challenges arise for the reliable operation of microgrids. To address this issue, we study in this paper the real-time energy management for a single microgrid system that constitutes a renewable generation system, an energy storage system, and an aggregated load. We model the renewable energy offset by the load over time, termed net energy profile, to be practically predictable, but with finite errors that can be arbitrarily distributed. We aim to minimize the total energy cost (modeled as sum of time-varying strictly convex functions) of the conventional energy drawn from the main grid over a finite horizon by jointly optimizing the energy charged/discharged to/from the storage system over time subject to practical load and storage constraints. To solve this problem in real time, we propose a new off-line optimization approach to devise the online algorithm. In this approach, we first assume that the net energy profile is perfectly predicted or known ahead of time, under which we derive the optimal off-line energy scheduling solution in closed-form. Next, inspired by the optimal off-line solution, we propose a sliding-window based online algorithm for real-time energy management under the practical setup of noisy predicted net energy profile with arbitrary errors. Finally, we conduct simulations based on the real wind generation data of the Ireland power system to evaluate the performance of our proposed algorithm, as compared with other heuristically designed algorithms, as well as the conventional dynamic programming based solution."
Techno-economic optimization of hybrid photovoltaic/wind generation together with energy storage system in a stand-alone micro-grid subjected to demand response,http://dx.doi.org/10.1016/j.apenergy.2017.05.116,"Regarding the importance of supplying energy to regions that are far from power systems, this study is devoted to analyzing and modeling of a stand-alone micro-grid. In spite of many studies in the case of demand response programming for optimal management and operation cost reduction of the micro-grids, and regarding the importance of size optimization of micro-grids, this paper seeks to examine and investigate the ability of demand response programming in the case of component size optimization of a micro-grid. Due to deficiency or unavailability of dispatchable energy recourses, only the nondispatchable renewable energy resources (wind and solar energy) are considered to supply the required energy. Applied strategy for effective component size optimization as well as relevant costs reduction is implemented by reducing or eliminating the mismatch between the generation and consumption profiles by time shift and schedule of dispatchable loads. Furthermore, the effect of demand response utilization on loss of generated energy reduction is studied. The optimized results with and without demand response are extracted and compared to each other."
Optimal Prediction Intervals of Wind Power Generation,http://dx.doi.org/10.1109/TPWRS.2013.2288100,"Accurate and reliable wind power forecasting is essential to power system operation. Given significant uncertainties involved in wind generation, probabilistic interval forecasting provides a unique solution to estimate and quantify the potential impacts and risks facing system operation with wind penetration beforehand. This paper proposes a novel hybrid intelligent algorithm approach to directly formulate optimal prediction intervals of wind power generation based on extreme learning machine and particle swarm optimization. Prediction intervals with associated confidence levels are generated through direct optimization of both the coverage probability and sharpness to ensure the quality. The proposed method does not involve the statistical inference or distribution assumption of forecasting errors needed in most existing methods. Case studies using real wind farm data from Australia have been conducted. Comparing with benchmarks applied, experimental results demonstrate the high efficiency and reliability of the developed approach. It is therefore convinced that the proposed method provides a new generalized framework for probabilistic wind power forecasting with high reliability and flexibility and has a high potential of practical applications in power systems."
Role of power-to-gas in an integrated gas and electricity system in Great Britain,http://dx.doi.org/10.1016/j.ijhydene.2015.03.004,"Power-to-gas (PtG) converts electricity into hydrogen using the electrolysis process and uses the gas grid for the storage and transport of hydrogen. Hydrogen is injected into a gas network in a quantity and quality compatible with the gas safety regulations and thereby transported as a mixture of hydrogen and natural gas to demand centres. Once integrated into the electricity network, PtG systems can provide flexibility to the power system and absorb excess electricity from renewables to produce hydrogen. Injection of hydrogen into the gas network reduces gas volumes supplied from terminals."
Dealing with multiple decades of hourly wind and PV time series in energy models: A comparison of methods to reduce time resolution and the planning implications of inter-annual variability,http://dx.doi.org/10.1016/j.apenergy.2017.03.051,"Using a high-resolution planning model of the Great Britain power system and 25 years of simulated wind and PV generation data, this study compares different methods to reduce time resolution of energy models to increase their computational tractability: downsampling, clustering, and heuristics. By comparing model results in terms of costs and installed capacities across different methods, this study shows that the best method depends heavily on input data and the setup of model constraints. This implies that there is no one-size-fits-all approach to the problem of time step reduction, but heuristic approaches appear promising. In addition, the 25 years of time series demonstrate considerable inter-year variability in wind and PV power output. This further complicates the problem of time detail in energy models as it suggests long time series are necessary. Model results with high shares of PV and wind generation using a single or few years of data are likely unreliable. Better modeling and planning methods are required to determine robust scenarios with high shares of variable renewables. The methods are implemented in the freely available open-source modeling framework Calliope."
The merit-order effect in the Italian power market: The impact of solar and wind generation on national wholesale electricity prices,http://dx.doi.org/10.1016/j.enpol.2014.11.038,"Italy promoted one of the most generous renewable support schemes worldwide which resulted in a high increase of solar power generation. We analyze the Italian day-ahead wholesale electricity market, finding empirical evidence of the merit-order effect. Over the period 2005–2013 an increase of 1 GWh in the hourly average of daily production from solar and wind sources has, on average, reduced wholesale electricity prices by respectively 2.3€/MWh and 4.2€/MWh and has amplified their volatility. The impact on prices has decreased over time in correspondence with the increase in solar and wind electricity production. We estimate that, over the period 2009–2013, solar production has generated higher monetary savings than wind production, mainly because the former is more prominent than the latter. However, in the solar case, monetary savings are not sufficient to compensate the cost of the related supporting schemes which are entirely internalized within end-user tariffs, causing a reduction of the consumer surplus, while the opposite occurs in the case of wind."
The Impact of Economic Corridor and Tourism on Local Community's Quality of Life under One Belt One Road Context,http://dx.doi.org/10.1177/0193841X231182749,"Economic corridors unlock new economic opportunities and tourism development in the region to achieve sustainable development goals. Green economic growth is conducive to environmental sustainability. Economic mega-projects of CPEC promote tourism that leads to communities’ well-being and better quality of life. Modern infrastructure development contributes significantly to economic growth and tourism activities. This study’s objectives emphasize exploring tourism and sustainable development pursuits under OBOR economic projects that open doors to improving residents' quality of life. The growing world is an eyewitness to a continuous rise in emissions and its severe consequences for humankind. It is necessary to show off the leading factors that result in tourism and economic activities causing environmental pollution rather than blame policymakers. Undoubtedly, many studies previously focused on demonstrating the influence of socio-economic factors that lead to better environmental quality. However, the empirical literature on tourism, social well-being, foreign direct investment, and the Environment in Belt and Road developed economies needed improvement. This research applied a series of advanced estimators that help demonstrate the study’s probable results. This study explores the role of Social well-being (HDI), tourism development, FDI, renewable energy, information & communication technology (ICT), and urbanization on CO2 emissions in Belt and Road (BRI) developed economies.Estimated results exhibited the significant contribution of ICT and renewable energy to sustainability. Besides, FDI contributes to emissions reduction after its threshold level. Conversely, urbanization and tourism activities contribute to environmental pollution. The study outcomes stated inverted/EKC U-shaped hypotheses related to specified economies. Finally, the analysis based on the D-H panel causality test constructs exciting results.The present study concludes that economic corridor plays a vital role in tourism development, the community’s well-being, and SDGs goals (sustainable development) impact on environmental safety. The findings suggest essential and applicable policies to attain the desired sustainability level. Findings contribute to the literature on tourism, well-being, and sustainability. Further studies can use insights using this methodology."
Applications of Green Synthesized Metal Nanoparticles - a Review,http://dx.doi.org/10.1007/s12011-023-03645-9,"Green nanotechnology is an emerging field of science that focuses on the production of nanoparticles by living cells through biological pathways. This topic plays an extremely imperative responsibility in various fields, including pharmaceuticals, nuclear energy, fuel and energy, electronics, and bioengineering. Biological processes by green synthesis tools are more suitable to develop nanoparticles ranging from 1 to 100 nm compared to other related methods, owing to their safety, eco-friendliness, non-toxicity, and cost-effectiveness. In particular, the metal nanoparticles are synthesized by top-down and bottom-up approaches through various techniques like physical, chemical, and biological methods. Their characterization is very vital and the confirmation of nanoparticle traits is done by various instrumentation analyses such as UV–Vis spectrophotometry (UV–Vis), Fourier transform infrared spectroscopy (FT-IR), scanning electron microscope (SEM), transmission electron microscopy (TEM), X-ray diffraction (XRD), atomic force microscopy (AFM), annular dark-field imaging (HAADF), and intracranial pressure (ICP). In this review, we provide especially information on green synthesized metal nanoparticles, which are helpful to improve biomedical and environmental applications. In particular, the methods and conditions of plant-based synthesis, characterization techniques, and applications of green silver, gold, iron, selenium, and copper nanoparticles are overviewed."
The reformation of catalyst: From a trial-and-error synthesis to rational design,http://dx.doi.org/10.1007/s12274-023-6037-8,"The appropriate catalysts can accelerate the reaction rate and effectively boost the efficient conversion of various molecules, which is of great importance in the study of chemistry, chemical industry, energy, materials and environmental science. Therefore, efficient, environmentally friendly, and easy to operate synthesis methods have been used to prepare various types of catalysts. Although previous studies have reported the synthesis and characterization of the aforementioned catalysts, more still remain in trial and error methods, without in-depth consideration and improvement of traditional synthesis methods. Here, we comprehensively summarize and compare the preparation methods of the trial-and-error synthesis strategy, structure-activity relationships and density functional theory (DFT) guided catalysts rational design for nanomaterials and atomically dispersed catalysts. We also discuss in detail the utilization of the nanomaterials and single atom catalysts for converting small molecules (H2O, O2, CO2, N2, etc.) into value-added products driven by electrocatalysis, photocatalysis, and thermocatalysis. Finally, the challenges and outlooks of mass preparation and production of efficient and green catalysts through conventional trial and error synthesis and DFT theory are featured in accordance with its current development."
